FirstFit;Insercao;Livres Ocupados;723
FirstFit;Insercao;Livres;448
FirstFit;Insercao;Livres Ordenados;772
FirstFit;Insercao;Livres Ocupados;499
FirstFit;Insercao;Livres;1281
FirstFit;Insercao;Livres Ordenados;990
FirstFit;Insercao;Livres Ocupados;741
FirstFit;Insercao;Livres;527
FirstFit;Insercao;Livres Ordenados;510
FirstFit;Insercao;Livres Ocupados;413
FirstFit;Insercao;Livres;1135
FirstFit;Insercao;Livres Ordenados;490
FirstFit;Insercao;Livres Ocupados;458
FirstFit;Insercao;Livres;692
FirstFit;Insercao;Livres Ordenados;541
FirstFit;Insercao;Livres Ocupados;689
FirstFit;Insercao;Livres;553
FirstFit;Insercao;Livres Ordenados;770
FirstFit;Insercao;Livres Ocupados;430
FirstFit;Insercao;Livres;379
FirstFit;Insercao;Livres Ordenados;384
FirstFit;Insercao;Livres Ocupados;718
FirstFit;Insercao;Livres;518
FirstFit;Insercao;Livres Ordenados;468
FirstFit;Insercao;Livres Ocupados;608
FirstFit;Insercao;Livres;514
FirstFit;Insercao;Livres Ordenados;575
FirstFit;Insercao;Livres Ocupados;385
FirstFit;Insercao;Livres;361
FirstFit;Insercao;Livres Ordenados;727
FirstFit;Insercao;Livres Ocupados;702
FirstFit;Insercao;Livres;1016
FirstFit;Insercao;Livres Ordenados;357
BestFit;Insercao;Livres Ocupados;677
BestFit;Insercao;Livres;614
BestFit;Insercao;Livres Ordenados;425
BestFit;Insercao;Livres Ocupados;464
BestFit;Insercao;Livres;482
BestFit;Insercao;Livres Ordenados;431
BestFit;Insercao;Livres Ocupados;511
BestFit;Insercao;Livres;561
BestFit;Insercao;Livres Ordenados;639
BestFit;Insercao;Livres Ocupados;546
BestFit;Insercao;Livres;544
BestFit;Insercao;Livres Ordenados;713
BestFit;Insercao;Livres Ocupados;576
BestFit;Insercao;Livres;516
BestFit;Insercao;Livres Ordenados;652
BestFit;Insercao;Livres Ocupados;823
BestFit;Insercao;Livres;508
BestFit;Insercao;Livres Ordenados;412
BestFit;Insercao;Livres Ocupados;518
BestFit;Insercao;Livres;569
BestFit;Insercao;Livres Ordenados;495
BestFit;Insercao;Livres Ocupados;354
BestFit;Insercao;Livres;532
BestFit;Insercao;Livres Ordenados;343
BestFit;Insercao;Livres Ocupados;787
BestFit;Insercao;Livres;542
BestFit;Insercao;Livres Ordenados;589
BestFit;Insercao;Livres Ocupados;1018
BestFit;Insercao;Livres;436
BestFit;Insercao;Livres Ordenados;590
BestFit;Insercao;Livres Ocupados;495
BestFit;Insercao;Livres;367
BestFit;Insercao;Livres Ordenados;493
WorstFit;Insercao;Livres Ocupados;528
WorstFit;Insercao;Livres;491
WorstFit;Insercao;Livres Ordenados;419
WorstFit;Insercao;Livres Ocupados;359
WorstFit;Insercao;Livres;594
WorstFit;Insercao;Livres Ordenados;636
WorstFit;Insercao;Livres Ocupados;311
WorstFit;Insercao;Livres;728
WorstFit;Insercao;Livres Ordenados;604
WorstFit;Insercao;Livres Ocupados;450
WorstFit;Insercao;Livres;738
WorstFit;Insercao;Livres Ordenados;430
WorstFit;Insercao;Livres Ocupados;714
WorstFit;Insercao;Livres;527
WorstFit;Insercao;Livres Ordenados;459
WorstFit;Insercao;Livres Ocupados;1163
WorstFit;Insercao;Livres;1632
WorstFit;Insercao;Livres Ordenados;396
WorstFit;Insercao;Livres Ocupados;490
WorstFit;Insercao;Livres;622
WorstFit;Insercao;Livres Ordenados;561
WorstFit;Insercao;Livres Ocupados;1414
WorstFit;Insercao;Livres;709
WorstFit;Insercao;Livres Ordenados;461
WorstFit;Insercao;Livres Ocupados;488
WorstFit;Insercao;Livres;337
WorstFit;Insercao;Livres Ordenados;589
WorstFit;Insercao;Livres Ocupados;582
WorstFit;Insercao;Livres;436
WorstFit;Insercao;Livres Ordenados;414
WorstFit;Insercao;Livres Ocupados;474
WorstFit;Insercao;Livres;486
WorstFit;Insercao;Livres Ordenados;840
